name,schedulable,makespan,CALAPCalculationTime,schedulerTime
NXT Motion_14_5_230,False,1771.6776907333845,0.5236694812774658,1.077005386352539
NXT Motion_14_5_235,False,1776.9138761763386,0.4915964603424072,1.1784133911132812
NXT Motion_14_5_240,False,1790.939566419625,0.5200040340423584,1.1683740615844727
NXT Motion_14_5_245,False,1789.587721169992,0.5001530647277832,1.2261033058166504
NXT Motion_14_5_250,False,1777.754764927791,0.5535955429077148,1.0400078296661377
NXT Motion_15_2_200,True,6147.243644616464,0.5061655044555664,3.4275214672088623
NXT Motion_15_2_205,True,6475.4137469602,0.48598551750183105,3.5059432983398438
NXT Motion_15_2_210,True,5882.700516164301,0.513615608215332,3.449171781539917
NXT Motion_15_2_215,True,5615.979930692356,0.5157091617584229,3.4158504009246826
NXT Motion_15_2_220,True,5936.586879595799,0.5232186317443848,3.4454588890075684
NXT Motion_15_2_225,True,6074.20175023821,0.5019137859344482,3.493473768234253
NXT Motion_15_2_230,True,6028.229400478559,0.5274934768676758,3.776554584503174
NXT Motion_15_2_235,True,5920.940146656796,0.5091183185577393,3.473052740097046
NXT Motion_15_2_240,True,5614.920185393182,0.5513796806335449,3.509523868560791
NXT Motion_15_2_245,True,6040.66338074062,0.5052642822265625,3.5761141777038574
NXT Motion_15_2_250,True,6208.85794571334,0.4200704097747803,3.521188735961914
NXT Motion_15_3_200,False,2998.1002877250658,0.5171713829040527,1.6354548931121826
NXT Motion_15_3_205,True,4782.378398408363,0.4983832836151123,3.223705768585205
NXT Motion_15_3_210,False,2996.5860648820703,0.5084645748138428,1.5322093963623047
NXT Motion_15_3_215,True,4962.792522359942,0.5055112838745117,3.162616014480591
NXT Motion_15_3_220,False,2999.2209472077197,0.524097204208374,1.4811890125274658
NXT Motion_15_3_225,False,2983.803595635051,0.5209460258483887,1.7193024158477783
NXT Motion_15_3_230,False,2992.7570564219473,0.548203706741333,1.4864838123321533
NXT Motion_15_3_235,False,2977.437288620389,0.504920482635498,1.6903033256530762
NXT Motion_15_3_240,False,2996.7803908232813,0.506474494934082,1.529991865158081
NXT Motion_15_3_245,False,2976.626467491654,0.5233137607574463,1.5054686069488525
NXT Motion_15_3_250,False,2998.7955324553673,0.5099008083343506,1.4976913928985596
NXT Motion_15_4_200,False,2245.3342497880362,0.571544885635376,1.3008501529693604
NXT Motion_15_4_205,False,2239.0873721008293,0.5240006446838379,1.2976601123809814
NXT Motion_15_4_210,False,2248.642449434106,0.45624542236328125,1.4559822082519531
NXT Motion_15_4_215,False,2237.0854917995275,0.5105297565460205,1.3588123321533203
NXT Motion_15_4_220,False,2241.356723205982,0.4946732521057129,1.3643665313720703
NXT Motion_15_4_225,False,2238.281580030457,0.5462653636932373,1.2886631488800049
NXT Motion_15_4_230,False,2242.9954584194425,0.5138580799102783,1.4612171649932861
NXT Motion_15_4_235,False,2234.348871482369,0.4290955066680908,1.3939273357391357
NXT Motion_15_4_240,False,2248.0663503475357,0.5182578563690186,1.4093058109283447
NXT Motion_15_4_245,False,2245.008726552836,0.502913236618042,1.2932400703430176
NXT Motion_15_4_250,False,2242.1005941488447,0.5431182384490967,1.2263429164886475
NXT Motion_15_5_200,False,1790.5864374089224,0.5105593204498291,1.2333714962005615
NXT Motion_15_5_205,False,1787.6239430079038,0.4938220977783203,1.1405575275421143
NXT Motion_15_5_210,False,1792.298693225605,0.5303003787994385,1.1973488330841064
NXT Motion_15_5_215,False,1772.7785327254355,0.5026860237121582,1.0631022453308105
NXT Motion_15_5_220,False,1785.2722693810433,0.5212423801422119,1.199763536453247
NXT Motion_15_5_225,False,1772.1382079459936,0.5133860111236572,1.1576495170593262
NXT Motion_15_5_230,False,1781.0354728420223,0.537264347076416,1.0726816654205322
NXT Motion_15_5_235,False,1788.5118409178028,0.5192158222198486,1.2088470458984375
NXT Motion_15_5_240,False,1781.9609382443539,0.5209953784942627,1.1330392360687256
NXT Motion_15_5_245,False,1797.6246750666057,0.5193836688995361,1.1929988861083984
NXT Motion_15_5_250,False,1772.0981812612647,0.49767351150512695,1.191643238067627
NXT Motion_16_2_200,True,6295.55700431249,0.577162504196167,3.2928905487060547
NXT Motion_16_2_205,True,5865.465271802429,0.5219182968139648,3.518918514251709
NXT Motion_16_2_210,True,6202.337712365396,0.4467766284942627,3.5052950382232666
NXT Motion_16_2_215,True,6206.785946964479,0.5155007839202881,3.3974950313568115
NXT Motion_16_2_220,True,5911.789466555098,0.50398850440979,3.503488302230835
NXT Motion_16_2_225,True,6376.771782938841,0.5124285221099854,3.481592893600464
NXT Motion_16_2_230,True,5979.679371887112,0.5017762184143066,3.5499491691589355
NXT Motion_16_2_235,True,6249.397510738071,0.52303147315979,3.5167317390441895
NXT Motion_16_2_240,True,5931.546981726684,0.5000495910644531,3.4632408618927
NXT Motion_16_2_245,True,5653.1065415545445,0.5513389110565186,3.439276933670044
NXT Motion_16_2_250,True,6148.273804312371,0.5140528678894043,3.5115625858306885
NXT Motion_16_3_200,False,2997.6852826942,0.5473906993865967,1.5384926795959473
NXT Motion_16_3_205,True,4704.785173867,0.5127191543579102,3.1940762996673584
NXT Motion_16_3_210,True,4701.723551107787,0.4265775680541992,3.2413415908813477
NXT Motion_16_3_215,True,4807.347184759395,0.5169296264648438,3.1902432441711426
NXT Motion_16_3_220,True,4605.217554588856,0.5080411434173584,3.122713565826416
NXT Motion_16_3_225,False,2993.114681835999,0.5228593349456787,1.527684211730957
